N,quadrant,species,specimen
7.36427244,UR,Mi. salmoides,Msal_3
6.610163175,UR,Mi. salmoides,Msal_3
7.661091102,UR,Mi. salmoides,Msal_3
4.69804335,UL,Mi. salmoides,Msal_3
4.728062577,UL,Mi. salmoides,Msal_3
3.837469293,UL,Mi. salmoides,Msal_3
4.715333091,UL,Mi. salmoides,Msal_3
5.134248903,UL,Mi. salmoides,Msal_3
5.393800965,UL,Mi. salmoides,Msal_3
7.73703651,UL,Mi. salmoides,Msal_3
4.21416597,UL,Mi. salmoides,Msal_3
5.820003378,UR,Mi. salmoides,Msal_3
6.330457728,UR,Mi. salmoides,Msal_3
7.695670584,UR,Mi. salmoides,Msal_3
7.284796512,UR,Mi. salmoides,Msal_3
6.063883854,UL,Mi. salmoides,Msal_3
4.734044847,UL,Mi. salmoides,Msal_3
5.83643991,UL,Mi. salmoides,Msal_3
4.729494399,UL,Mi. salmoides,Msal_3
6.552399945,UL,Mi. salmoides,Msal_3
6.744901548,UL,Mi. salmoides,Msal_3
6.259553118,UL,Mi. salmoides,Msal_3
7.449603147,UL,Mi. salmoides,Msal_3
4.742223885,LR,Mi. salmoides,Msal_3
7.515584643,LR,Mi. salmoides,Msal_3
10.01397674,LR,Mi. salmoides,Msal_3
6.702682413,LR,Mi. salmoides,Msal_3
8.154657798,LR,Mi. salmoides,Msal_3
6.683921622,LL,Mi. salmoides,Msal_3
2.633356026,LL,Mi. salmoides,Msal_3
3.98105358,LL,Mi. salmoides,Msal_3
3.175840038,LL,Mi. salmoides,Msal_3
3.276891366,LL,Mi. salmoides,Msal_3
3.587645775,LL,Mi. salmoides,Msal_3
3.646350477,LL,Mi. salmoides,Msal_3
4.999912617,LL,Mi. salmoides,Msal_3
1.95139686,LR,Mi. salmoides,Msal_3
6.363919212,LR,Mi. salmoides,Msal_3
3.70479039,LR,Mi. salmoides,Msal_3
3.526754112,LR,Mi. salmoides,Msal_3
3.973374699,LR,Mi. salmoides,Msal_3
4.589617158,LR,Mi. salmoides,Msal_3
4.946660607,LL,Mi. salmoides,Msal_3
4.563658029,LL,Mi. salmoides,Msal_3
5.522645331,LL,Mi. salmoides,Msal_3
6.822945654,LL,Mi. salmoides,Msal_3
7.107839004,LL,Mi. salmoides,Msal_3
3.405196347,LR,Mi. salmoides,Msal_3
2.215371879,LR,Mi. salmoides,Msal_3
1.953936873,LR,Mi. salmoides,Msal_3
3.05517471,LR,Mi. salmoides,Msal_3
2.928340779,LR,Mi. salmoides,Msal_3
4.009023144,LL,Mi. salmoides,Msal_3
6.059372634,LL,Mi. salmoides,Msal_3
3.056822286,LR,Mi. salmoides,Msal_3
2.736368754,LR,Mi. salmoides,Msal_3
3.21090987,LR,Mi. salmoides,Msal_3
2.230033344,LR,Mi. salmoides,Msal_3
3.192904218,UR,Mi. salmoides,Msal_4
5.691070749,UR,Mi. salmoides,Msal_4
3.845246244,UR,Mi. salmoides,Msal_4
8.48119167,UR,Mi. salmoides,Msal_4
6.893889492,UR,Mi. salmoides,Msal_4
6.462067668,UR,Mi. salmoides,Msal_4
6.495303591,UR,Mi. salmoides,Msal_4
9.957066714,UR,Mi. salmoides,Msal_4
5.20496718,UL,Mi. salmoides,Msal_4
5.284482336,UL,Mi. salmoides,Msal_4
8.327153121,UR,Mi. salmoides,Msal_4
8.579693178,UR,Mi. salmoides,Msal_4
6.505041942,UR,Mi. salmoides,Msal_4
4.907295309,UL,Mi. salmoides,Msal_4
5.888887746,UL,Mi. salmoides,Msal_4
5.223904497,UL,Mi. salmoides,Msal_4
6.493430454,UL,Mi. salmoides,Msal_4
4.545828903,UL,Mi. salmoides,Msal_4
4.748206155,LR,Mi. salmoides,Msal_4
4.018496706,LR,Mi. salmoides,Msal_4
4.684058568,LR,Mi. salmoides,Msal_4
6.456389415,LL,Mi. salmoides,Msal_4
6.346756962,LL,Mi. salmoides,Msal_4
5.565443079,LL,Mi. salmoides,Msal_4
7.618254126,LL,Mi. salmoides,Msal_4
4.813618845,LL,Mi. salmoides,Msal_4
3.521487753,LR,Mi. salmoides,Msal_4
6.008621409,LR,Mi. salmoides,Msal_4
2.950769388,LR,Mi. salmoides,Msal_4
5.135494392,LL,Mi. salmoides,Msal_4
7.028137515,LL,Mi. salmoides,Msal_4
5.287659804,LL,Mi. salmoides,Msal_4
7.423467492,LL,Mi. salmoides,Msal_4
5.909570709,LL,Mi. salmoides,Msal_4
5.217647631,LR,Mi. salmoides,Msal_4
6.232436763,LR,Mi. salmoides,Msal_4
3.968637918,LR,Mi. salmoides,Msal_4
5.310892587,LL,Mi. salmoides,Msal_4
2.972746875,LR,Mi. salmoides,Msal_4
4.401352179,LR,Mi. salmoides,Msal_4
4.021713402,LR,Mi. salmoides,Msal_4
3.326455944,UR,Mo. saxatilis,Msax_1
3.267662979,UR,Mo. saxatilis,Msax_1
4.02391017,UR,Mo. saxatilis,Msax_1
3.402960351,UR,Mo. saxatilis,Msax_1
3.775430211,UR,Mo. saxatilis,Msax_1
6.152372415,UR,Mo. saxatilis,Msax_1
4.801526814,UR,Mo. saxatilis,Msax_1
3.337753608,UR,Mo. saxatilis,Msax_1
5.171642994,UR,Mo. saxatilis,Msax_1
4.198563033,UL,Mo. saxatilis,Msax_1
2.987624094,UR,Mo. saxatilis,Msax_1
4.293573249,UR,Mo. saxatilis,Msax_1
3.0215367,UR,Mo. saxatilis,Msax_1
4.962283158,UR,Mo. saxatilis,Msax_1
4.9927437,UR,Mo. saxatilis,Msax_1
3.742615989,UR,Mo. saxatilis,Msax_1
7.005708906,UR,Mo. saxatilis,Msax_1
5.587253847,UR,Mo. saxatilis,Msax_1
3.767957277,UR,Mo. saxatilis,Msax_1
3.203613462,UR,Mo. saxatilis,Msax_1
4.332614916,UL,Mo. saxatilis,Msax_1
6.078819915,UL,Mo. saxatilis,Msax_1
7.306881876,UL,Mo. saxatilis,Msax_1
4.196395686,UL,Mo. saxatilis,Msax_1
5.252276148,UL,Mo. saxatilis,Msax_1
5.096080059,UL,Mo. saxatilis,Msax_1
4.706447949,UL,Mo. saxatilis,Msax_1
9.979034394,UL,Mo. saxatilis,Msax_1
5.730514503,UL,Mo. saxatilis,Msax_1
3.882081336,UL,Mo. saxatilis,Msax_1
3.828309555,UR,Mo. saxatilis,Msax_1
4.246185825,UR,Mo. saxatilis,Msax_1
4.239213048,UR,Mo. saxatilis,Msax_1
5.009170425,UR,Mo. saxatilis,Msax_1
5.985653415,UR,Mo. saxatilis,Msax_1
3.321836847,UR,Mo. saxatilis,Msax_1
4.18278357,UR,Mo. saxatilis,Msax_1
4.202436798,UR,Mo. saxatilis,Msax_1
3.198729576,UR,Mo. saxatilis,Msax_1
3.432214632,UL,Mo. saxatilis,Msax_1
3.768604539,UL,Mo. saxatilis,Msax_1
4.613252028,UL,Mo. saxatilis,Msax_1
6.344177721,UL,Mo. saxatilis,Msax_1
7.278892698,UL,Mo. saxatilis,Msax_1
2.976061641,UL,Mo. saxatilis,Msax_1
3.363036054,UL,Mo. saxatilis,Msax_1
7.200171909,UL,Mo. saxatilis,Msax_1
6.731063871,UL,Mo. saxatilis,Msax_1
4.988605146,UL,Mo. saxatilis,Msax_1
7.447161204,UL,Mo. saxatilis,Msax_1
4.942541667,LR,Mo. saxatilis,Msax_1
3.905186628,LR,Mo. saxatilis,Msax_1
3.502952523,LR,Mo. saxatilis,Msax_1
4.623686676,LR,Mo. saxatilis,Msax_1
5.778519768,LR,Mo. saxatilis,Msax_1
8.31682635,LR,Mo. saxatilis,Msax_1
4.516535394,LR,Mo. saxatilis,Msax_1
7.053008067,LR,Mo. saxatilis,Msax_1
3.885945294,LL,Mo. saxatilis,Msax_1
6.813383829,LL,Mo. saxatilis,Msax_1
3.77510658,LL,Mo. saxatilis,Msax_1
7.651990206,LL,Mo. saxatilis,Msax_1
5.615919708,LL,Mo. saxatilis,Msax_1
5.662551993,LL,Mo. saxatilis,Msax_1
5.253256848,LL,Mo. saxatilis,Msax_1
5.297604102,LL,Mo. saxatilis,Msax_1
8.571435684,LL,Mo. saxatilis,Msax_1
7.350081711,LL,Mo. saxatilis,Msax_1
4.517182656,LR,Mo. saxatilis,Msax_1
5.904078789,LR,Mo. saxatilis,Msax_1
6.379306395,LR,Mo. saxatilis,Msax_1
6.368695221,LR,Mo. saxatilis,Msax_1
4.253609724,LR,Mo. saxatilis,Msax_1
5.096335041,LR,Mo. saxatilis,Msax_1
4.97469882,LR,Mo. saxatilis,Msax_1
4.713665901,LR,Mo. saxatilis,Msax_1
3.046956444,LL,Mo. saxatilis,Msax_1
4.016662797,LL,Mo. saxatilis,Msax_1
6.527058657,LL,Mo. saxatilis,Msax_1
6.655971672,LL,Mo. saxatilis,Msax_1
2.727297279,LL,Mo. saxatilis,Msax_1
3.436362993,LL,Mo. saxatilis,Msax_1
3.767584611,LL,Mo. saxatilis,Msax_1
6.275116827,LR,Mo. saxatilis,Msax_1
2.438559585,LR,Mo. saxatilis,Msax_1
4.02950016,LR,Mo. saxatilis,Msax_1
2.856710451,LR,Mo. saxatilis,Msax_1
2.334183684,LR,Mo. saxatilis,Msax_1
4.132944396,LR,Mo. saxatilis,Msax_1
3.429027357,LR,Mo. saxatilis,Msax_1
2.341744881,LL,Mo. saxatilis,Msax_1
4.504266837,LL,Mo. saxatilis,Msax_1
3.815854665,LL,Mo. saxatilis,Msax_1
1.847315169,LL,Mo. saxatilis,Msax_1
3.26651556,LR,Mo. saxatilis,Msax_1
2.932018404,LR,Mo. saxatilis,Msax_1
3.196699527,LR,Mo. saxatilis,Msax_1
5.925713031,LR,Mo. saxatilis,Msax_1
2.685705792,LR,Mo. saxatilis,Msax_1
2.407500816,LR,Mo. saxatilis,Msax_1
4.161168942,UR,Mo. saxatilis,Msax_2
3.397880325,UR,Mo. saxatilis,Msax_2
3.493194558,UR,Mo. saxatilis,Msax_2
4.967971218,UR,Mo. saxatilis,Msax_2
4.52465559,UR,Mo. saxatilis,Msax_2
4.539532809,UR,Mo. saxatilis,Msax_2
4.26447588,UR,Mo. saxatilis,Msax_2
2.656628037,UR,Mo. saxatilis,Msax_2
2.938883304,UR,Mo. saxatilis,Msax_2
4.547643198,UR,Mo. saxatilis,Msax_2
4.556253744,UR,Mo. saxatilis,Msax_2
3.701612922,UR,Mo. saxatilis,Msax_2
3.704388303,UR,Mo. saxatilis,Msax_2
2.557312548,UR,Mo. saxatilis,Msax_2
4.530157317,UR,Mo. saxatilis,Msax_2
4.011926016,UR,Mo. saxatilis,Msax_2
2.619812559,UR,Mo. saxatilis,Msax_2
3.305616069,UL,Mo. saxatilis,Msax_2
3.088145844,UL,Mo. saxatilis,Msax_2
4.455859485,UL,Mo. saxatilis,Msax_2
3.816158682,UL,Mo. saxatilis,Msax_2
2.169671259,UL,Mo. saxatilis,Msax_2
3.118880982,UL,Mo. saxatilis,Msax_2
3.744283179,UR,Mo. saxatilis,Msax_2
3.008110917,UR,Mo. saxatilis,Msax_2
4.465372275,UR,Mo. saxatilis,Msax_2
4.687765614,UR,Mo. saxatilis,Msax_2
3.919446006,UR,Mo. saxatilis,Msax_2
4.085733498,UR,Mo. saxatilis,Msax_2
5.135808216,UR,Mo. saxatilis,Msax_2
3.299231712,UR,Mo. saxatilis,Msax_2
5.295564246,UL,Mo. saxatilis,Msax_2
4.379198166,UL,Mo. saxatilis,Msax_2
4.198621875,UL,Mo. saxatilis,Msax_2
4.05087942,UL,Mo. saxatilis,Msax_2
3.592872906,UL,Mo. saxatilis,Msax_2
6.948622359,UL,Mo. saxatilis,Msax_2
6.644693622,UL,Mo. saxatilis,Msax_2
9.397155663,UL,Mo. saxatilis,Msax_2
8.578133865,UL,Mo. saxatilis,Msax_2
8.889290361,UL,Mo. saxatilis,Msax_2
8.585057607,UL,Mo. saxatilis,Msax_2
4.101405084,LR,Mo. saxatilis,Msax_2
4.775332317,LR,Mo. saxatilis,Msax_2
4.540425246,LR,Mo. saxatilis,Msax_2
5.808078066,LR,Mo. saxatilis,Msax_2
6.442277142,LR,Mo. saxatilis,Msax_2
6.951436968,LR,Mo. saxatilis,Msax_2
4.384248771,LR,Mo. saxatilis,Msax_2
3.312990933,LL,Mo. saxatilis,Msax_2
3.754462845,LL,Mo. saxatilis,Msax_2
4.379109903,LL,Mo. saxatilis,Msax_2
5.628972825,LL,Mo. saxatilis,Msax_2
5.228101893,LL,Mo. saxatilis,Msax_2
6.543779592,LL,Mo. saxatilis,Msax_2
5.788591557,LL,Mo. saxatilis,Msax_2
5.129061,LL,Mo. saxatilis,Msax_2
4.480877142,LL,Mo. saxatilis,Msax_2
7.686961968,LL,Mo. saxatilis,Msax_2
7.827957207,LL,Mo. saxatilis,Msax_2
5.928831657,LR,Mo. saxatilis,Msax_2
5.073533766,LR,Mo. saxatilis,Msax_2
5.020909404,LR,Mo. saxatilis,Msax_2
3.221628921,LR,Mo. saxatilis,Msax_2
6.052801944,LR,Mo. saxatilis,Msax_2
6.258484155,LR,Mo. saxatilis,Msax_2
2.189912907,LR,Mo. saxatilis,Msax_2
4.683607446,LL,Mo. saxatilis,Msax_2
4.786629981,LL,Mo. saxatilis,Msax_2
4.263848232,LL,Mo. saxatilis,Msax_2
4.14581118,LL,Mo. saxatilis,Msax_2
3.357710853,LL,Mo. saxatilis,Msax_2
5.718991278,LL,Mo. saxatilis,Msax_2
6.108917598,LL,Mo. saxatilis,Msax_2
6.551546736,LL,Mo. saxatilis,Msax_2
5.904127824,LL,Mo. saxatilis,Msax_2
6.534168732,LL,Mo. saxatilis,Msax_2
6.265917861,LR,Mo. saxatilis,Msax_2
2.61503655,LR,Mo. saxatilis,Msax_2
3.566384199,LR,Mo. saxatilis,Msax_2
2.439550092,LR,Mo. saxatilis,Msax_2
1.632992991,LR,Mo. saxatilis,Msax_2
4.640093787,LR,Mo. saxatilis,Msax_2
4.316070507,LR,Mo. saxatilis,Msax_2
4.791101973,LL,Mo. saxatilis,Msax_2
5.551242543,LL,Mo. saxatilis,Msax_2
3.471138615,LL,Mo. saxatilis,Msax_2
3.942364965,LL,Mo. saxatilis,Msax_2
3.454201926,LL,Mo. saxatilis,Msax_2
3.684146655,LR,Mo. saxatilis,Msax_2
2.823445107,LR,Mo. saxatilis,Msax_2
1.875176856,LR,Mo. saxatilis,Msax_2
3.673025517,LR,Mo. saxatilis,Msax_2
4.035158799,LR,Mo. saxatilis,Msax_2
2.342970756,LL,Mo. saxatilis,Msax_2
3.596364198,LL,Mo. saxatilis,Msax_2
4.414405296,LL,Mo. saxatilis,Msax_2
3.537120111,UR,Mo. saxatilis,Msax_3
3.368655465,UR,Mo. saxatilis,Msax_3
3.096717162,UR,Mo. saxatilis,Msax_3
3.432852087,UR,Mo. saxatilis,Msax_3
2.99888253,UR,Mo. saxatilis,Msax_3
1.675977072,UR,Mo. saxatilis,Msax_3
1.899253041,UR,Mo. saxatilis,Msax_3
2.310352674,UR,Mo. saxatilis,Msax_3
3.115173936,UR,Mo. saxatilis,Msax_3
2.668514121,UR,Mo. saxatilis,Msax_3
4.730965449,UR,Mo. saxatilis,Msax_3
3.475022187,UR,Mo. saxatilis,Msax_3
4.004021574,UR,Mo. saxatilis,Msax_3
3.454113663,UR,Mo. saxatilis,Msax_3
3.648939525,UL,Mo. saxatilis,Msax_3
2.926065555,UL,Mo. saxatilis,Msax_3
3.420652179,UL,Mo. saxatilis,Msax_3
3.607975686,UL,Mo. saxatilis,Msax_3
2.226100737,UR,Mo. saxatilis,Msax_3
2.996558271,UR,Mo. saxatilis,Msax_3
2.757326313,UR,Mo. saxatilis,Msax_3
4.608064125,UR,Mo. saxatilis,Msax_3
2.998656969,UR,Mo. saxatilis,Msax_3
4.355926155,UR,Mo. saxatilis,Msax_3
5.116243251,UR,Mo. saxatilis,Msax_3
4.048868985,UR,Mo. saxatilis,Msax_3
2.964793398,UL,Mo. saxatilis,Msax_3
3.376206855,UL,Mo. saxatilis,Msax_3
5.460861231,UL,Mo. saxatilis,Msax_3
3.109358385,UL,Mo. saxatilis,Msax_3
4.154882655,UL,Mo. saxatilis,Msax_3
3.671240643,UL,Mo. saxatilis,Msax_3
5.061696717,UL,Mo. saxatilis,Msax_3
3.000000528,UL,Mo. saxatilis,Msax_3
7.725111198,UL,Mo. saxatilis,Msax_3
4.344040071,UR,Mo. saxatilis,Msax_3
4.474306452,UR,Mo. saxatilis,Msax_3
3.442541403,UR,Mo. saxatilis,Msax_3
5.227748841,UR,Mo. saxatilis,Msax_3
5.317227909,UR,Mo. saxatilis,Msax_3
3.728199699,UR,Mo. saxatilis,Msax_3
4.520409159,UR,Mo. saxatilis,Msax_3
3.387278958,UR,Mo. saxatilis,Msax_3
3.413375385,UL,Mo. saxatilis,Msax_3
1.181066817,UL,Mo. saxatilis,Msax_3
4.751923008,UL,Mo. saxatilis,Msax_3
3.957918867,UL,Mo. saxatilis,Msax_3
3.721089624,UL,Mo. saxatilis,Msax_3
2.009022792,UL,Mo. saxatilis,Msax_3
2.839842411,UL,Mo. saxatilis,Msax_3
5.652333099,UL,Mo. saxatilis,Msax_3
7.150862313,UL,Mo. saxatilis,Msax_3
3.749010153,LR,Mo. saxatilis,Msax_3
3.575985252,LR,Mo. saxatilis,Msax_3
2.348325378,LR,Mo. saxatilis,Msax_3
2.759248485,LR,Mo. saxatilis,Msax_3
4.039179669,LR,Mo. saxatilis,Msax_3
4.101405084,LR,Mo. saxatilis,Msax_3
3.87709938,LL,Mo. saxatilis,Msax_3
1.909305216,LL,Mo. saxatilis,Msax_3
3.502638699,LL,Mo. saxatilis,Msax_3
5.440805916,LL,Mo. saxatilis,Msax_3
3.757954137,LL,Mo. saxatilis,Msax_3
1.654127076,LL,Mo. saxatilis,Msax_3
4.927890009,LL,Mo. saxatilis,Msax_3
4.151626731,LL,Mo. saxatilis,Msax_3
5.284756932,LL,Mo. saxatilis,Msax_3
4.695317004,LR,Mo. saxatilis,Msax_3
4.759739187,LR,Mo. saxatilis,Msax_3
2.81500128,LR,Mo. saxatilis,Msax_3
4.078495932,LR,Mo. saxatilis,Msax_3
3.864811209,LR,Mo. saxatilis,Msax_3
3.866282259,LR,Mo. saxatilis,Msax_3
3.209075961,LL,Mo. saxatilis,Msax_3
1.703534742,LL,Mo. saxatilis,Msax_3
4.514426889,LL,Mo. saxatilis,Msax_3
5.478239235,LL,Mo. saxatilis,Msax_3
2.404843119,LL,Mo. saxatilis,Msax_3
2.687451438,LL,Mo. saxatilis,Msax_3
3.085635252,LL,Mo. saxatilis,Msax_3
2.244861528,LR,Mo. saxatilis,Msax_3
2.731945797,LR,Mo. saxatilis,Msax_3
3.099217947,LR,Mo. saxatilis,Msax_3
2.244812493,LL,Mo. saxatilis,Msax_3
3.678831261,LL,Mo. saxatilis,Msax_3
2.201171343,LL,Mo. saxatilis,Msax_3
1.887818079,LL,Mo. saxatilis,Msax_3
2.871646512,LL,Mo. saxatilis,Msax_3
1.271261796,LL,Mo. saxatilis,Msax_3
2.861731635,LR,Mo. saxatilis,Msax_3
3.277656312,LR,Mo. saxatilis,Msax_3
3.611104119,LR,Mo. saxatilis,Msax_3
3.135631338,UR,P. flavescens,Pfla_1
3.341156637,UR,P. flavescens,Pfla_1
2.246705244,UR,P. flavescens,Pfla_1
3.886092399,UR,P. flavescens,Pfla_1
3.102905379,UR,P. flavescens,Pfla_1
4.354631631,UR,P. flavescens,Pfla_1
3.499853511,UR,P. flavescens,Pfla_1
5.018987232,UR,P. flavescens,Pfla_1
6.416680872,UR,P. flavescens,Pfla_1
4.492498437,UR,P. flavescens,Pfla_1
5.342745723,UR,P. flavescens,Pfla_1
7.115145219,UR,P. flavescens,Pfla_1
5.939540901,UR,P. flavescens,Pfla_1
4.986898728,UR,P. flavescens,Pfla_1
3.063079152,UL,P. flavescens,Pfla_1
3.584840973,UL,P. flavescens,Pfla_1
7.822023972,UR,P. flavescens,Pfla_1
11.78034493,UR,P. flavescens,Pfla_1
7.463303526,UR,P. flavescens,Pfla_1
9.613968819,UR,P. flavescens,Pfla_1
8.152372767,UR,P. flavescens,Pfla_1
7.733319657,UR,P. flavescens,Pfla_1
8.718501456,UR,P. flavescens,Pfla_1
8.021419896,UL,P. flavescens,Pfla_1
5.773106304,UL,P. flavescens,Pfla_1
3.555684762,UL,P. flavescens,Pfla_1
3.464832714,UL,P. flavescens,Pfla_1
3.935696205,UL,P. flavescens,Pfla_1
7.097796636,UR,P. flavescens,Pfla_1
6.340245114,UR,P. flavescens,Pfla_1
8.52973632,UR,P. flavescens,Pfla_1
8.343383706,UR,P. flavescens,Pfla_1
10.79854654,UR,P. flavescens,Pfla_1
9.138800055,UR,P. flavescens,Pfla_1
8.158649247,UR,P. flavescens,Pfla_1
11.0599129,UL,P. flavescens,Pfla_1
9.263525481,UL,P. flavescens,Pfla_1
6.862134426,UL,P. flavescens,Pfla_1
7.143948378,UL,P. flavescens,Pfla_1
6.221570607,UL,P. flavescens,Pfla_1
6.163719114,UL,P. flavescens,Pfla_1
3.695728722,UL,P. flavescens,Pfla_1
5.665356795,LR,P. flavescens,Pfla_1
11.40949322,LR,P. flavescens,Pfla_1
9.730103313,LR,P. flavescens,Pfla_1
7.849630677,LR,P. flavescens,Pfla_1
8.278530015,LR,P. flavescens,Pfla_1
8.396665137,LR,P. flavescens,Pfla_1
9.825496002,LL,P. flavescens,Pfla_1
11.13656441,LL,P. flavescens,Pfla_1
8.126756883,LL,P. flavescens,Pfla_1
10.64556715,LL,P. flavescens,Pfla_1
8.381817339,LL,P. flavescens,Pfla_1
6.91599447,LL,P. flavescens,Pfla_1
7.413062265,LL,P. flavescens,Pfla_1
4.837077189,LL,P. flavescens,Pfla_1
5.495146503,LL,P. flavescens,Pfla_1
4.313304933,LL,P. flavescens,Pfla_1
3.94006032,LR,P. flavescens,Pfla_1
6.974257857,LR,P. flavescens,Pfla_1
5.287728453,LR,P. flavescens,Pfla_1
5.688697455,LR,P. flavescens,Pfla_1
8.107378251,LR,P. flavescens,Pfla_1
7.849944501,LR,P. flavescens,Pfla_1
5.55311568,LL,P. flavescens,Pfla_1
7.594276011,LL,P. flavescens,Pfla_1
6.700279698,LL,P. flavescens,Pfla_1
6.957291747,LL,P. flavescens,Pfla_1
8.741606748,LL,P. flavescens,Pfla_1
6.784472793,LL,P. flavescens,Pfla_1
5.754335706,LL,P. flavescens,Pfla_1
6.680381295,LL,P. flavescens,Pfla_1
6.437824764,LL,P. flavescens,Pfla_1
5.823563319,LL,P. flavescens,Pfla_1
4.602856608,LR,P. flavescens,Pfla_1
5.383797825,LR,P. flavescens,Pfla_1
5.12092119,LR,P. flavescens,Pfla_1
5.181302889,LR,P. flavescens,Pfla_1
4.390976373,LR,P. flavescens,Pfla_1
5.097256899,LL,P. flavescens,Pfla_1
6.306626718,LL,P. flavescens,Pfla_1
5.301507288,LL,P. flavescens,Pfla_1
5.239938942,LL,P. flavescens,Pfla_1
5.093491011,UR,P. flavescens,Pfla_2
4.080388683,UR,P. flavescens,Pfla_2
5.344609053,UR,P. flavescens,Pfla_2
5.016839499,UR,P. flavescens,Pfla_2
3.940364337,UR,P. flavescens,Pfla_2
5.1437715,UR,P. flavescens,Pfla_2
7.338891924,UR,P. flavescens,Pfla_2
5.509876617,UR,P. flavescens,Pfla_2
5.82427923,UR,P. flavescens,Pfla_2
6.647017881,UR,P. flavescens,Pfla_2
3.193492638,UR,P. flavescens,Pfla_2
4.262965602,UR,P. flavescens,Pfla_2
2.687176842,UL,P. flavescens,Pfla_2
10.37611982,UR,P. flavescens,Pfla_2
9.299007207,UR,P. flavescens,Pfla_2
7.696661091,UR,P. flavescens,Pfla_2
6.290484396,UR,P. flavescens,Pfla_2
6.414719472,UR,P. flavescens,Pfla_2
5.210537556,UR,P. flavescens,Pfla_2
8.115567096,UL,P. flavescens,Pfla_2
4.40079318,UL,P. flavescens,Pfla_2
3.921446634,UL,P. flavescens,Pfla_2
1.955290239,UL,P. flavescens,Pfla_2
6.390496182,LR,P. flavescens,Pfla_2
6.039591915,LR,P. flavescens,Pfla_2
10.26141715,LR,P. flavescens,Pfla_2
9.041112528,LR,P. flavescens,Pfla_2
8.79236778,LR,P. flavescens,Pfla_2
10.73247678,LR,P. flavescens,Pfla_2
6.580075299,LL,P. flavescens,Pfla_2
8.200780119,LL,P. flavescens,Pfla_2
7.534374855,LL,P. flavescens,Pfla_2
5.722717938,LL,P. flavescens,Pfla_2
3.197435052,LL,P. flavescens,Pfla_2
5.024665485,LL,P. flavescens,Pfla_2
4.823543529,LL,P. flavescens,Pfla_2
3.68566674,LL,P. flavescens,Pfla_2
7.262789604,LR,P. flavescens,Pfla_2
7.213509429,LR,P. flavescens,Pfla_2
6.99994239,LR,P. flavescens,Pfla_2
7.385690928,LR,P. flavescens,Pfla_2
6.789984327,LR,P. flavescens,Pfla_2
9.861379815,LR,P. flavescens,Pfla_2
6.701927274,LL,P. flavescens,Pfla_2
6.536983341,LL,P. flavescens,Pfla_2
6.933813789,LL,P. flavescens,Pfla_2
6.868930677,LL,P. flavescens,Pfla_2
6.798643908,LL,P. flavescens,Pfla_2
6.038591601,LL,P. flavescens,Pfla_2
5.322406005,LL,P. flavescens,Pfla_2
5.819287467,LL,P. flavescens,Pfla_2
2.503776135,LR,P. flavescens,Pfla_2
4.76365218,LR,P. flavescens,Pfla_2
5.780363484,LR,P. flavescens,Pfla_2
5.264015127,LR,P. flavescens,Pfla_2
5.725826757,LR,P. flavescens,Pfla_2
7.762554324,LL,P. flavescens,Pfla_2
7.501315458,LL,P. flavescens,Pfla_2
5.278951188,LL,P. flavescens,Pfla_2
4.570366017,LL,P. flavescens,Pfla_2
4.904510121,LL,P. flavescens,Pfla_2
4.901528793,LL,P. flavescens,Pfla_2
2.682136044,UR,P. flavescens,Pfla_3
3.359260359,UR,P. flavescens,Pfla_3
4.413110772,UR,P. flavescens,Pfla_3
3.614644446,UR,P. flavescens,Pfla_3
3.964175733,UR,P. flavescens,Pfla_3
2.545083219,UR,P. flavescens,Pfla_3
4.955702661,UR,P. flavescens,Pfla_3
6.451397652,UR,P. flavescens,Pfla_3
6.730504872,UR,P. flavescens,Pfla_3
2.549751351,UR,P. flavescens,Pfla_3
2.187676911,UR,P. flavescens,Pfla_3
4.754816073,UL,P. flavescens,Pfla_3
2.928595761,UL,P. flavescens,Pfla_3
3.33124176,UL,P. flavescens,Pfla_3
2.073013467,UL,P. flavescens,Pfla_3
3.968069112,UL,P. flavescens,Pfla_3
7.346168718,UR,P. flavescens,Pfla_3
7.961018583,UR,P. flavescens,Pfla_3
7.391231883,UR,P. flavescens,Pfla_3
6.575220834,UR,P. flavescens,Pfla_3
7.025999589,UR,P. flavescens,Pfla_3
6.297721962,UR,P. flavescens,Pfla_3
5.064736887,UL,P. flavescens,Pfla_3
5.822680689,UL,P. flavescens,Pfla_3
6.18566718,UL,P. flavescens,Pfla_3
6.920947005,UL,P. flavescens,Pfla_3
5.922231546,UL,P. flavescens,Pfla_3
3.924879084,UL,P. flavescens,Pfla_3
2.596550355,UL,P. flavescens,Pfla_3
6.74309706,LR,P. flavescens,Pfla_3
6.48272121,LR,P. flavescens,Pfla_3
7.047290586,LR,P. flavescens,Pfla_3
7.491331932,LR,P. flavescens,Pfla_3
7.079938089,LL,P. flavescens,Pfla_3
5.6547162,LL,P. flavescens,Pfla_3
6.157099389,LL,P. flavescens,Pfla_3
8.241812607,LL,P. flavescens,Pfla_3
6.332066076,LL,P. flavescens,Pfla_3
4.151322714,LL,P. flavescens,Pfla_3
5.45318235,LL,P. flavescens,Pfla_3
6.209027454,LL,P. flavescens,Pfla_3
3.082408749,LL,P. flavescens,Pfla_3
7.301978376,LR,P. flavescens,Pfla_3
4.467931902,LR,P. flavescens,Pfla_3
3.753119286,LR,P. flavescens,Pfla_3
